date,station,tmin,tmax,tavg,prcp,wesd
2011-07-10,USS0010E03S,46.0,219,138,0,0
2011-07-11,USS0010E03S,48.0,247,140,0,0
2011-07-12,USS0010E03S,54.0,171,111,0,0
2011-07-13,USS0010E03S,56.0,222,130,0,0
2011-07-14,USS0010E03S,58.0,213,130,0,0
2011-07-15,USS0010E03S,34.0,219,133,0,0
2011-07-16,USS0010E03S,36.0,236,143,0,0
2011-07-17,USS0010E03S,33.0,266,164,0,0
2011-07-18,USS0010E03S,97.0,254,168,0,0
2011-07-19,USS0010E03S,83.0,246,145,0,0
2011-07-20,USS0010E03S,30.0,184,108,0,0
2011-07-21,USS0010E03S,8.0,211,118,0,0
2011-07-22,USS0010E03S,45.0,206,126,0,0
2011-07-23,USS0010E03S,25.0,213,119,0,0
2011-07-24,USS0010E03S,10.0,259,143,0,0
2011-07-25,USS0010E03S,54.0,271,166,0,0
2011-07-26,USS0010E03S,56.0,223,146,0,0
2011-07-27,USS0010E03S,34.0,206,122,0,0
2011-07-28,USS0010E03S,14.0,225,122,0,0
2011-07-29,USS0010E03S,11.0,234,134,0,0
2011-07-30,USS0010E03S,37.0,267,145,0,0
2011-07-31,USS0010E03S,56.0,255,139,0,0
2011-08-01,USS0010E03S,65.0,164,123,0,0
2011-08-02,USS0010E03S,41.0,214,118,0,0
2011-08-03,USS0010E03S,64.0,237,143,0,0
2011-08-04,USS0010E03S,31.0,235,138,0,0
2011-08-05,USS0010E03S,64.0,207,125,0,0
2011-08-06,USS0010E03S,31.0,226,127,0,0
2011-08-07,USS0010E03S,37.0,225,117,0,0
2011-08-08,USS0010E03S,31.0,219,128,0,0
2011-08-09,USS0010E03S,56.0,205,118,0,0
2011-08-10,USS0010E03S,28.0,218,120,0,0
2011-08-11,USS0010E03S,47.0,213,123,0,0
2011-08-12,USS0010E03S,5.0,216,114,0,0
2011-08-13,USS0010E03S,4.0,244,132,0,0
2011-08-14,USS0010E03S,54.0,232,144,0,0
2011-08-15,USS0010E03S,41.0,194,125,0,0
2011-08-16,USS0010E03S,3.0,201,102,0,0
2011-08-17,USS0010E03S,2.0,236,122,0,0
2011-08-18,USS0010E03S,18.0,225,127,0,0
2011-08-19,USS0010E03S,17.0,228,124,0,0
2011-08-20,USS0010E03S,8.0,255,138,0,0
2011-08-21,USS0010E03S,48.0,260,133,0,0
2011-08-22,USS0010E03S,23.0,258,142,0,0
2011-08-23,USS0010E03S,37.0,253,144,0,0
2011-08-24,USS0010E03S,33.0,265,150,0,0
2011-08-25,USS0010E03S,50.0,234,136,0,0
2011-08-26,USS0010E03S,39.0,267,139,0,0
2011-08-27,USS0010E03S,61.0,270,158,0,0
2011-08-28,USS0010E03S,92.0,241,159,0,0
2011-08-29,USS0010E03S,61.0,232,140,0,0
2011-08-30,USS0010E03S,27.0,226,123,0,0
2011-08-31,USS0010E03S,52.0,225,136,0,0
2011-09-01,USS0010E03S,11.0,170,90,0,0
2011-09-02,USS0010E03S,-19.0,178,81,0,0
2011-09-03,USS0010E03S,-17.0,180,83,0,0
2011-09-04,USS0010E03S,-23.0,222,90,0,0
2011-09-05,USS0010E03S,-18.0,237,117,0,0
2011-09-06,USS0010E03S,31.0,211,110,0,0
2011-09-07,USS0010E03S,5.0,218,101,0,0
2011-09-08,USS0010E03S,-2.0,211,100,0,0
2011-09-09,USS0010E03S,-4.0,212,109,0,0
2011-09-10,USS0010E03S,-8.0,225,112,0,0
2011-09-11,USS0010E03S,11.0,203,84,0,0
2011-09-12,USS0010E03S,6.0,189,82,0,0
2011-09-13,USS0010E03S,2.0,210,89,0,0
2011-09-14,USS0010E03S,13.0,166,80,0,0
2011-09-15,USS0010E03S,-3.0,192,83,0,0
2011-09-16,USS0010E03S,15.0,99,61,0,0
2011-09-17,USS0010E03S,-7.0,124,64,0,0
2011-09-18,USS0010E03S,-16.0,130,53,0,0
2011-09-19,USS0010E03S,-4.0,156,72,0,0
2011-09-20,USS0010E03S,-30.0,140,47,0,0
2011-09-21,USS0010E03S,-43.0,170,59,25,0
2011-09-22,USS0010E03S,-21.0,202,83,51,0
2011-09-23,USS0010E03S,-11.0,218,98,51,0
2011-09-24,USS0010E03S,-5.0,243,110,0,0
2011-09-25,USS0010E03S,2.0,229,106,0,0
2011-09-26,USS0010E03S,23.0,197,94,0,0
2011-09-27,USS0010E03S,-9.0,201,94,0,0
2011-09-28,USS0010E03S,4.0,212,100,0,0
2011-09-29,USS0010E03S,-9.0,205,90,0,0
2011-09-30,USS0010E03S,-14.0,227,97,0,0
2011-10-01,USS0010E03S,1.0,229,105,0,0
2011-10-02,USS0010E03S,22.0,158,83,0,0
2011-10-03,USS0010E03S,0.0,196,84,0,0
2011-10-04,USS0010E03S,35.0,151,76,0,0
2011-10-05,USS0010E03S,29.0,110,55,0,0
2011-10-06,USS0010E03S,-15.0,74,21,102,51
2011-10-07,USS0010E03S,-16.0,17,2,51,0
2011-10-08,USS0010E03S,-5.0,60,19,0,0
2011-10-09,USS0010E03S,-19.0,88,19,0,0
2011-10-10,USS0010E03S,-22.0,73,22,51,0
2011-10-11,USS0010E03S,-21.0,74,24,25,0
2011-10-12,USS0010E03S,-32.0,72,12,25,0
2011-10-13,USS0010E03S,-23.0,69,30,76,0
2011-10-14,USS0010E03S,22.0,126,68,51,0
2011-10-15,USS0010E03S,37.0,123,78,25,0
2011-10-16,USS0010E03S,13.0,79,49,0,0
2011-10-17,USS0010E03S,-35.0,53,8,0,0
2011-10-18,USS0010E03S,-35.0,91,8,0,0
2011-10-19,USS0010E03S,-52.0,111,18,0,0
2011-10-20,USS0010E03S,-38.0,87,23,0,0
2011-10-21,USS0010E03S,8.0,99,36,0,0
2011-10-22,USS0010E03S,9.0,78,39,0,0
2011-10-23,USS0010E03S,-5.0,91,41,0,0
2011-10-24,USS0010E03S,-19.0,100,30,25,51
2011-10-25,USS0010E03S,-97.0,-5,-44,0,76
2011-10-26,USS0010E03S,-131.0,15,-61,76,76
2011-10-27,USS0010E03S,-89.0,26,-35,0,51
2011-10-28,USS0010E03S,-120.0,38,-30,25,51
2011-10-29,USS0010E03S,-42.0,64,10,0,51
2011-10-30,USS0010E03S,-59.0,81,3,0,51
2011-10-31,USS0010E03S,-32.0,49,15,127,178
2011-11-01,USS0010E03S,-143.0,-28,-61,0,178
2011-11-02,USS0010E03S,-206.0,-2,-112,0,178
2011-11-03,USS0010E03S,-160.0,31,-70,25,178
2011-11-04,USS0010E03S,-87.0,65,-17,0,178
2011-11-05,USS0010E03S,-86.0,-23,-52,25,229
2011-11-06,USS0010E03S,-91.0,-53,-70,0,229
2011-11-07,USS0010E03S,-123.0,-23,-72,0,254
2011-11-08,USS0010E03S,-84.0,-35,-61,0,254
2011-11-09,USS0010E03S,-161.0,-13,-78,0,254
2011-11-10,USS0010E03S,-181.0,20,-89,25,254
2011-11-11,USS0010E03S,-135.0,32,-50,51,254
2011-11-12,USS0010E03S,-82.0,0,-42,102,356
2011-11-13,USS0010E03S,-76.0,-25,-49,0,381
2011-11-14,USS0010E03S,-80.0,-11,-44,0,381
2011-11-15,USS0010E03S,-120.0,-42,-74,25,406
2011-11-16,USS0010E03S,-242.0,-51,-124,0,406
2011-11-17,USS0010E03S,-80.0,2,-27,76,533
2011-11-18,USS0010E03S,-108.0,-31,-61,0,584
2011-11-19,USS0010E03S,-101.0,-56,-86,102,686
2011-11-20,USS0010E03S,-144.0,-24,-65,25,686
2011-11-21,USS0010E03S,-44.0,4,-23,25,686
2011-11-22,USS0010E03S,-36.0,5,-13,25,711
2011-11-23,USS0010E03S,-61.0,48,-10,0,711
2011-11-24,USS0010E03S,-80.0,53,-13,25,737
2011-11-25,USS0010E03S,-158.0,0,-60,25,787
2011-11-26,USS0010E03S,-217.0,-29,-118,25,787
2011-11-27,USS0010E03S,-171.0,31,-80,0,762
2011-11-28,USS0010E03S,-108.0,44,-32,0,762
2011-11-29,USS0010E03S,-68.0,22,-13,0,762
2011-11-30,USS0010E03S,-91.0,-2,-37,25,787
2011-12-01,USS0010E03S,-195.0,-54,-121,25,813
2011-12-02,USS0010E03S,-203.0,-51,-125,0,813
2011-12-03,USS0010E03S,-263.0,-65,-146,51,864
2011-12-04,USS0010E03S,-275.0,-91,-147,0,864
2011-12-05,USS0010E03S,-334.0,-112,-225,0,864
2011-12-06,USS0010E03S,-264.0,-74,-176,0,838
2011-12-07,USS0010E03S,-143.0,-49,-95,0,838
2011-12-08,USS0010E03S,-107.0,-39,-75,0,838
2011-12-09,USS0010E03S,-181.0,-37,-102,0,838
2011-12-10,USS0010E03S,-183.0,-23,-121,0,838
2011-12-11,USS0010E03S,-211.0,-29,-127,0,838
2011-12-12,USS0010E03S,-198.0,-14,-119,0,838
2011-12-13,USS0010E03S,-197.0,-8,-112,0,813
2011-12-14,USS0010E03S,-93.0,-37,-63,25,864
2011-12-15,USS0010E03S,-81.0,-26,-61,0,864
2011-12-16,USS0010E03S,-79.0,-43,-65,0,864
2011-12-17,USS0010E03S,-151.0,-13,-70,0,864
2011-12-18,USS0010E03S,-194.0,6,-93,0,864
2011-12-19,USS0010E03S,-158.0,-6,-69,0,889
2011-12-20,USS0010E03S,-186.0,-11,-89,25,889
2011-12-21,USS0010E03S,-193.0,-59,-90,51,940
2011-12-22,USS0010E03S,-261.0,-107,-189,0,940
2011-12-23,USS0010E03S,-257.0,-78,-178,0,940
2011-12-24,USS0010E03S,-241.0,-26,-146,0,940
2011-12-25,USS0010E03S,-180.0,-2,-96,0,940
2011-12-26,USS0010E03S,-142.0,-23,-84,0,940
2011-12-27,USS0010E03S,-118.0,-19,-57,25,940
2011-12-28,USS0010E03S,-40.0,9,-17,25,1016
2011-12-29,USS0010E03S,-60.0,9,-16,25,1118
2011-12-30,USS0010E03S,-36.0,23,-6,152,1321
2011-12-31,USS0010E03S,-122.0,-25,-80,102,1397
2012-01-01,USS0010E03S,-118.0,-41,-80,51,1422
2012-01-02,USS0010E03S,-161.0,5,-79,0,1422
2012-01-03,USS0010E03S,-128.0,15,-56,0,1422
2012-01-04,USS0010E03S,-142.0,2,-81,0,1422
2012-01-05,USS0010E03S,-141.0,28,-49,0,1422
2012-01-06,USS0010E03S,-118.0,-24,-61,0,1422
2012-01-07,USS0010E03S,-133.0,-26,-87,0,1422
2012-01-08,USS0010E03S,-90.0,-48,-67,25,1422
2012-01-09,USS0010E03S,-63.0,-8,-34,0,1422
2012-01-10,USS0010E03S,-119.0,-21,-55,25,1448
2012-01-11,USS0010E03S,-255.0,-98,-167,25,1473
2012-01-12,USS0010E03S,-268.0,-74,-172,0,1473
2012-01-13,USS0010E03S,-170.0,-35,-106,0,1448
2012-01-14,USS0010E03S,-102.0,18,-39,0,1448
2012-01-15,USS0010E03S,-85.0,8,-25,0,1473
2012-01-16,USS0010E03S,-254.0,-85,-143,25,1524
2012-01-17,USS0010E03S,-185.0,-114,-138,0,1524
2012-01-18,USS0010E03S,-117.0,-34,-70,51,1575
2012-01-19,USS0010E03S,-35.0,-4,-20,102,1702
2012-01-20,USS0010E03S,-23.0,12,-13,25,1727
2012-01-21,USS0010E03S,-52.0,22,-7,51,1803
2012-01-22,USS0010E03S,-129.0,-47,-81,25,1803
2012-01-23,USS0010E03S,-100.0,-20,-61,51,1854
2012-01-24,USS0010E03S,-232.0,-50,-114,25,1880
2012-01-25,USS0010E03S,-66.0,-7,-40,25,1880
2012-01-26,USS0010E03S,-95.0,-4,-38,51,1956
2012-01-27,USS0010E03S,-154.0,-71,-109,25,1981
2012-01-28,USS0010E03S,-113.0,-65,-89,25,1981
2012-01-29,USS0010E03S,-131.0,-8,-64,0,1981
2012-01-30,USS0010E03S,-136.0,-20,-58,51,2057
2012-01-31,USS0010E03S,-84.0,-10,-48,0,2057
2012-02-01,USS0010E03S,-98.0,0,-42,25,2083
2012-02-02,USS0010E03S,-129.0,-11,-47,0,2083
2012-02-03,USS0010E03S,-196.0,0,-114,0,2108
2012-02-04,USS0010E03S,-242.0,8,-132,25,2108
2012-02-05,USS0010E03S,-232.0,7,-126,0,2108
2012-02-06,USS0010E03S,-242.0,-11,-128,25,2108
2012-02-07,USS0010E03S,-216.0,-18,-127,0,2108
2012-02-08,USS0010E03S,-231.0,-4,-105,0,2108
2012-02-09,USS0010E03S,-66.0,13,-42,0,2108
2012-02-10,USS0010E03S,-59.0,-5,-34,51,2159
2012-02-11,USS0010E03S,-71.0,19,-30,0,2159
2012-02-12,USS0010E03S,-67.0,18,-24,0,2184
2012-02-13,USS0010E03S,-68.0,2,-34,0,2184
2012-02-14,USS0010E03S,-90.0,-11,-52,0,2210
2012-02-15,USS0010E03S,-209.0,-17,-96,0,2210
2012-02-16,USS0010E03S,-261.0,-26,-127,51,2210
2012-02-17,USS0010E03S,-140.0,-13,-70,25,2235
2012-02-18,USS0010E03S,-100.0,-11,-51,25,2311
2012-02-19,USS0010E03S,-185.0,-32,-95,0,2311
2012-02-20,USS0010E03S,-164.0,-54,-89,0,2311
2012-02-21,USS0010E03S,-74.0,2,-37,102,2388
2012-02-22,USS0010E03S,-80.0,14,-12,76,2489
2012-02-23,USS0010E03S,-169.0,-30,-94,25,2515
2012-02-24,USS0010E03S,-187.0,-20,-88,25,2515
2012-02-25,USS0010E03S,-136.0,-23,-71,76,2591
2012-02-26,USS0010E03S,-187.0,-58,-124,0,2591
2012-02-27,USS0010E03S,-199.0,-17,-101,0,2591
2012-02-28,USS0010E03S,-117.0,-32,-75,51,2642
2012-02-29,USS0010E03S,-124.0,-27,-75,76,2718
2012-03-01,USS0010E03S,-168.0,-47,-106,25,2743
2012-03-02,USS0010E03S,-217.0,-60,-120,0,2743
2012-03-03,USS0010E03S,-98.0,-14,-52,25,2769
2012-03-04,USS0010E03S,-35.0,28,-5,0,2769
2012-03-05,USS0010E03S,-32.0,57,14,25,2769
2012-03-06,USS0010E03S,-124.0,24,-37,25,2794
2012-03-07,USS0010E03S,-223.0,-13,-108,0,2794
2012-03-08,USS0010E03S,-231.0,41,-75,25,2794
2012-03-09,USS0010E03S,-151.0,90,-39,0,2794
2012-03-10,USS0010E03S,-160.0,104,-34,0,2794
2012-03-11,USS0010E03S,-79.0,83,-5,25,2794
2012-03-12,USS0010E03S,-20.0,65,13,0,2819
2012-03-13,USS0010E03S,-34.0,51,14,0,2819
2012-03-14,USS0010E03S,3.0,53,21,25,2870
2012-03-15,USS0010E03S,15.0,62,32,0,2870
2012-03-16,USS0010E03S,15.0,42,23,76,2972
2012-03-17,USS0010E03S,13.0,77,30,51,2997
2012-03-18,USS0010E03S,-29.0,48,5,76,3073
2012-03-19,USS0010E03S,-92.0,-11,-45,76,3150
2012-03-20,USS0010E03S,-112.0,-29,-61,25,3150
2012-03-21,USS0010E03S,-58.0,34,-6,25,3150
2012-03-22,USS0010E03S,-78.0,111,14,25,3124
2012-03-23,USS0010E03S,-24.0,112,35,0,3073
2012-03-24,USS0010E03S,-52.0,128,32,0,3073
2012-03-25,USS0010E03S,-34.0,146,50,0,3073
2012-03-26,USS0010E03S,-42.0,107,8,0,3099
2012-03-27,USS0010E03S,-47.0,54,-4,25,3124
2012-03-28,USS0010E03S,-57.0,63,2,25,3124
2012-03-29,USS0010E03S,-27.0,23,-2,25,3150
2012-03-30,USS0010E03S,9.0,56,30,51,3175
2012-03-31,USS0010E03S,21.0,125,61,0,3150
2012-04-01,USS0010E03S,-42.0,70,8,25,3124
2012-04-02,USS0010E03S,-75.0,52,-20,25,3226
2012-04-03,USS0010E03S,-106.0,103,-3,0,3150
2012-04-04,USS0010E03S,-51.0,113,22,0,3099
2012-04-05,USS0010E03S,-43.0,75,14,25,3099
2012-04-06,USS0010E03S,-60.0,15,-23,229,3302
2012-04-07,USS0010E03S,-90.0,10,-42,51,3302
2012-04-08,USS0010E03S,-116.0,103,-2,25,3277
2012-04-09,USS0010E03S,-87.0,147,30,0,3226
2012-04-10,USS0010E03S,-61.0,174,56,0,3150
2012-04-11,USS0010E03S,-30.0,168,73,0,3099
2012-04-12,USS0010E03S,-11.0,63,15,25,3124
2012-04-13,USS0010E03S,-49.0,76,6,25,3200
2012-04-14,USS0010E03S,-71.0,83,0,0,3175
2012-04-15,USS0010E03S,-72.0,54,-14,0,3124
2012-04-16,USS0010E03S,-81.0,68,-1,51,3073
2012-04-17,USS0010E03S,-1.0,74,31,25,3099
2012-04-18,USS0010E03S,-16.0,67,20,51,3175
2012-04-19,USS0010E03S,-36.0,73,15,25,3175
2012-04-20,USS0010E03S,9.0,110,62,0,3048
2012-04-21,USS0010E03S,-5.0,141,66,0,2845
2012-04-22,USS0010E03S,-28.0,184,71,0,2794
2012-04-23,USS0010E03S,-14.0,197,88,0,2743
2012-04-24,USS0010E03S,6.0,181,73,0,2642
2012-04-25,USS0010E03S,26.0,161,75,25,2540
2012-04-26,USS0010E03S,13.0,144,67,25,2261
2012-04-27,USS0010E03S,-31.0,24,-7,102,2261
2012-04-28,USS0010E03S,-37.0,20,-13,76,2286
2012-04-29,USS0010E03S,-23.0,58,10,0,2311
2012-04-30,USS0010E03S,-27.0,76,30,51,2362
2012-05-01,USS0010E03S,-42.0,62,11,127,2438
2012-05-02,USS0010E03S,-47.0,68,15,25,2413
2012-05-03,USS0010E03S,-13.0,111,39,0,2362
2012-05-04,USS0010E03S,-4.0,110,44,0,2286
2012-05-05,USS0010E03S,-32.0,38,3,76,2311
2012-05-06,USS0010E03S,-45.0,66,5,25,2261
2012-05-07,USS0010E03S,-70.0,114,27,25,2134
2012-05-08,USS0010E03S,-43.0,155,58,0,1880
2012-05-09,USS0010E03S,-9.0,167,81,0,1575
2012-05-10,USS0010E03S,4.0,86,37,0,1499
2012-05-11,USS0010E03S,-22.0,107,35,0,1346
2012-05-12,USS0010E03S,-45.0,130,46,0,1143
2012-05-13,USS0010E03S,-36.0,167,70,25,889
2012-05-14,USS0010E03S,-17.0,195,91,0,584
2012-05-15,USS0010E03S,-13.0,212,105,51,254
2012-05-16,USS0010E03S,3.0,213,103,0,0
2012-05-17,USS0010E03S,8.0,156,74,25,0
2012-05-18,USS0010E03S,-7.0,77,44,0,0
2012-05-19,USS0010E03S,-25.0,118,45,0,0
2012-05-20,USS0010E03S,-19.0,163,72,25,0
2012-05-21,USS0010E03S,-1.0,197,111,76,0
2012-05-22,USS0010E03S,13.0,123,58,25,51
2012-05-23,USS0010E03S,-14.0,72,18,51,0
2012-05-24,USS0010E03S,-20.0,58,8,51,25
2012-05-25,USS0010E03S,-13.0,43,10,102,127
2012-05-26,USS0010E03S,-10.0,92,27,152,127
2012-05-27,USS0010E03S,-9.0,50,14,51,102
2012-05-28,USS0010E03S,-5.0,89,30,51,51
2012-05-29,USS0010E03S,-13.0,142,66,76,0
2012-05-30,USS0010E03S,24.0,114,74,25,0
2012-05-31,USS0010E03S,3.0,152,81,25,0
2012-06-01,USS0010E03S,39.0,175,100,51,0
2012-06-02,USS0010E03S,21.0,187,93,25,0
2012-06-03,USS0010E03S,63.0,184,120,25,0
2012-06-04,USS0010E03S,43.0,251,147,25,0
2012-06-05,USS0010E03S,9.0,241,114,0,0
2012-06-06,USS0010E03S,-15.0,89,29,0,0
2012-06-07,USS0010E03S,-30.0,160,75,25,0
2012-06-08,USS0010E03S,8.0,167,91,25,0
2012-06-09,USS0010E03S,-1.0,106,44,0,0
2012-06-10,USS0010E03S,2.0,53,27,25,0
2012-06-11,USS0010E03S,-6.0,147,68,76,0
2012-06-12,USS0010E03S,-16.0,167,89,25,0
2012-06-13,USS0010E03S,21.0,167,89,0,0
2012-06-14,USS0010E03S,-13.0,159,82,0,0
2012-06-15,USS0010E03S,-8.0,150,79,0,0
2012-06-16,USS0010E03S,-9.0,185,109,51,0
2012-06-17,USS0010E03S,41.0,198,123,0,0
2012-06-18,USS0010E03S,24.0,174,107,0,0
2012-06-19,USS0010E03S,8.0,126,65,0,0
2012-06-20,USS0010E03S,11.0,158,80,0,0
2012-06-21,USS0010E03S,-13.0,216,114,0,0
2012-06-22,USS0010E03S,20.0,242,144,25,0
2012-06-23,USS0010E03S,30.0,257,159,0,0
2012-06-24,USS0010E03S,36.0,268,169,25,0
2012-06-25,USS0010E03S,67.0,253,167,0,0
2012-06-26,USS0010E03S,33.0,203,125,0,0
2012-06-27,USS0010E03S,-3.0,191,106,0,0
2012-06-28,USS0010E03S,4.0,247,143,51,0
2012-06-29,USS0010E03S,32.0,241,147,0,0
2012-06-30,USS0010E03S,21.0,252,149,0,0
2012-07-01,USS0010E03S,34.0,276,164,0,0
2012-07-02,USS0010E03S,45.0,254,157,0,0
2012-07-03,USS0010E03S,55.0,254,162,0,0
2012-07-04,USS0010E03S,34.0,236,150,0,0
2012-07-05,USS0010E03S,48.0,196,110,0,0
2012-07-06,USS0010E03S,62.0,227,133,0,0
2012-07-07,USS0010E03S,44.0,246,140,0,0
2012-07-08,USS0010E03S,51.0,239,135,0,0
2012-07-09,USS0010E03S,42.0,261,161,51,0
2012-07-10,USS0010E03S,68.0,266,168,0,0
2012-07-11,USS0010E03S,54.0,236,141,0,0
2012-07-12,USS0010E03S,24.0,265,155,0,0
2012-07-13,USS0010E03S,108.0,272,156,0,0
2012-07-14,USS0010E03S,103.0,194,134,76,0
2012-07-15,USS0010E03S,85.0,205,141,51,0
2012-07-16,USS0010E03S,72.0,194,109,76,0
2012-07-17,USS0010E03S,67.0,213,132,51,0
2012-07-18,USS0010E03S,47.0,234,149,25,0
2012-07-19,USS0010E03S,46.0,262,164,0,0
2012-07-20,USS0010E03S,103.0,239,163,0,0
2012-07-21,USS0010E03S,75.0,243,159,0,0
2012-07-22,USS0010E03S,67.0,265,142,0,0
2012-07-23,USS0010E03S,66.0,236,153,0,0
2012-07-24,USS0010E03S,76.0,222,145,0,0
2012-07-25,USS0010E03S,50.0,227,146,0,0
2012-07-26,USS0010E03S,41.0,241,137,0,0
2012-07-27,USS0010E03S,57.0,240,132,0,0
2012-07-28,USS0010E03S,48.0,258,144,0,0
2012-07-29,USS0010E03S,47.0,251,140,0,0
2012-07-30,USS0010E03S,31.0,273,155,0,0
2012-07-31,USS0010E03S,42.0,267,160,0,0
2012-08-01,USS0010E03S,56.0,254,157,0,0
2012-08-02,USS0010E03S,43.0,230,147,0,0
2012-08-03,USS0010E03S,27.0,185,114,0,0
2012-08-04,USS0010E03S,-10.0,227,112,0,0
2012-08-05,USS0010E03S,9.0,271,148,0,0
2012-08-06,USS0010E03S,58.0,212,118,0,0
2012-08-07,USS0010E03S,49.0,244,136,0,0
2012-08-08,USS0010E03S,40.0,279,164,0,0
2012-08-09,USS0010E03S,77.0,263,161,0,0
2012-08-10,USS0010E03S,72.0,203,127,0,0
2012-08-11,USS0010E03S,59.0,216,133,0,0
2012-08-12,USS0010E03S,37.0,247,141,0,0
2012-08-13,USS0010E03S,58.0,251,147,0,0
2012-08-14,USS0010E03S,29.0,243,140,0,0
2012-08-15,USS0010E03S,31.0,196,111,0,0
2012-08-16,USS0010E03S,18.0,223,124,0,0
2012-08-17,USS0010E03S,20.0,234,134,0,0
2012-08-18,USS0010E03S,11.0,233,131,0,0
2012-08-19,USS0010E03S,13.0,235,128,0,0
2012-08-20,USS0010E03S,56.0,224,120,0,0
2012-08-21,USS0010E03S,26.0,227,137,0,0
2012-08-22,USS0010E03S,45.0,219,129,0,0
2012-08-23,USS0010E03S,27.0,234,128,0,0
2012-08-24,USS0010E03S,24.0,209,121,0,0
2012-08-25,USS0010E03S,-14.0,206,96,0,0
2012-08-26,USS0010E03S,15.0,237,122,51,0
2012-08-27,USS0010E03S,77.0,249,155,0,0
2012-08-28,USS0010E03S,37.0,270,158,0,0
2012-08-29,USS0010E03S,45.0,239,141,0,0
2012-08-30,USS0010E03S,0.0,235,116,0,0
2012-08-31,USS0010E03S,32.0,211,117,0,0
2012-09-01,USS0010E03S,70.0,171,106,51,0
2012-09-02,USS0010E03S,34.0,177,98,25,0
2012-09-03,USS0010E03S,-6.0,190,91,76,0
2012-09-04,USS0010E03S,-9.0,180,87,0,0
2012-09-05,USS0010E03S,-15.0,185,83,25,0
2012-09-06,USS0010E03S,-11.0,176,77,0,0
2012-09-07,USS0010E03S,-12.0,186,78,0,0
2012-09-08,USS0010E03S,-18.0,222,99,25,0
2012-09-09,USS0010E03S,-5.0,226,113,25,0
2012-09-10,USS0010E03S,34.0,205,116,0,0
2012-09-11,USS0010E03S,-14.0,156,69,0,0
2012-09-12,USS0010E03S,-43.0,143,61,25,0
2012-09-13,USS0010E03S,-49.0,200,76,25,0
2012-09-14,USS0010E03S,-25.0,220,88,0,0
2012-09-15,USS0010E03S,-9.0,211,113,0,0
2012-09-16,USS0010E03S,11.0,177,78,0,0
2012-09-17,USS0010E03S,-3.0,165,66,0,0
2012-09-18,USS0010E03S,-18.0,194,82,0,0
2012-09-19,USS0010E03S,-13.0,203,93,0,0
2012-09-20,USS0010E03S,-14.0,204,92,0,0
2012-09-21,USS0010E03S,-13.0,224,99,0,0
2012-09-22,USS0010E03S,-8.0,220,100,0,0
2012-09-23,USS0010E03S,3.0,209,96,0,0
2012-09-24,USS0010E03S,34.0,175,92,51,0
2012-09-25,USS0010E03S,53.0,152,84,51,0
2012-09-26,USS0010E03S,32.0,173,86,25,0
2012-09-27,USS0010E03S,7.0,171,74,0,0
2012-09-28,USS0010E03S,-2.0,178,81,25,0
2012-09-29,USS0010E03S,41.0,148,88,0,0
2012-09-30,USS0010E03S,14.0,168,83,0,0
2012-10-01,USS0010E03S,-15.0,175,70,0,0
2012-10-02,USS0010E03S,-2.0,163,87,0,0
2012-10-03,USS0010E03S,-54.0,41,6,0,0
2012-10-04,USS0010E03S,-78.0,57,-13,0,0
2012-10-05,USS0010E03S,-99.0,42,-38,0,0
2012-10-06,USS0010E03S,-123.0,63,-27,0,0
2012-10-07,USS0010E03S,-80.0,99,7,0,0
2012-10-08,USS0010E03S,-63.0,99,17,0,0
2012-10-09,USS0010E03S,-39.0,80,23,0,0
2012-10-10,USS0010E03S,-61.0,146,31,0,0
2012-10-11,USS0010E03S,-48.0,154,40,0,0
2012-10-12,USS0010E03S,-38.0,174,55,0,0
2012-10-13,USS0010E03S,-13.0,72,30,0,0
2012-10-14,USS0010E03S,-16.0,118,45,0,0
2012-10-15,USS0010E03S,-10.0,87,32,0,0
2012-10-16,USS0010E03S,-22.0,73,32,102,0
2012-10-17,USS0010E03S,-54.0,35,-10,0,0
2012-10-18,USS0010E03S,-83.0,87,-4,0,0
2012-10-19,USS0010E03S,-44.0,81,23,0,0
2012-10-20,USS0010E03S,2.0,78,53,0,0
2012-10-21,USS0010E03S,-18.0,65,21,0,0
2012-10-22,USS0010E03S,-18.0,46,13,127,127
2012-10-23,USS0010E03S,-53.0,15,-20,25,178
2012-10-24,USS0010E03S,-129.0,6,-63,25,178
2012-10-25,USS0010E03S,-135.0,-14,-78,51,254
2012-10-26,USS0010E03S,-123.0,-32,-66,25,254
2012-10-27,USS0010E03S,-49.0,0,-22,51,305
2012-10-28,USS0010E03S,-11.0,44,21,25,330
2012-10-29,USS0010E03S,5.0,91,39,25,279
2012-10-30,USS0010E03S,-11.0,86,26,0,254
2012-10-31,USS0010E03S,-27.0,129,31,25,254
2012-11-01,USS0010E03S,-14.0,94,26,0,254
2012-11-02,USS0010E03S,-24.0,51,7,0,254
2012-11-03,USS0010E03S,-51.0,79,6,0,254
2012-11-04,USS0010E03S,-18.0,64,26,0,254
2012-11-05,USS0010E03S,-13.0,81,27,0,254
2012-11-06,USS0010E03S,-15.0,104,39,0,229
2012-11-07,USS0010E03S,-32.0,98,31,0,229
2012-11-08,USS0010E03S,-5.0,62,22,25,229
2012-11-09,USS0010E03S,-54.0,11,-13,51,279
2012-11-10,USS0010E03S,-186.0,-53,-95,0,330
2012-11-11,USS0010E03S,-197.0,-91,-131,51,305
